customerCode,customerName,customerCurrency,salesEmployeeName,paymentTerm,billingAddress,shippingAddress,creationDate,firstInvoiceDate,lastInvoiceDate
SC2290-001,Lake Macquarie Square,AUD,Kurt Schober,Net 30 Days,"Wilsons Road, Mount Hutton NSW 2290 Australia","Wilsons Road, Mount Hutton NSW 2290 Australia",2/03/2021,1/04/2021,9/08/2024
SC2291-001,Junction Fair Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Stirling Junction Fair Property Trust (ABN 32 428 202 197) 204 Union Street, The Juction NSW 2291 Australia","Stirling Junction Fair Property Trust (ABN 32 428 202 197) 204 Union Street, The Juction NSW 2291 Australia",29/06/2020,1/07/2020,1/07/2025
SC2299-001,Jesmond Central,AUD,Kurt Schober,Net 30 Days,"NXS #: 000213 - 009 Suite 3.05, Level 3, 203-233 New South Head Road, Edgecliff NSW 2027 Australia","28 Blue Gum Road, Jesmond NSW 2299 Australia",29/06/2020,4/08/2020,22/07/2025
SC2302-001,Marketown Shopping Centre,AUD,Kurt Schober,Net 30 Days,"23 Steel Street, Newcastle West NSW 2302 Australia","23 Steel Street, Newcastle West NSW 2302 Australia",29/06/2020,5/11/2020,5/11/2020
SC2304-001,Warabrook Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 845, Newcastle NSW 2300 Australia","3 Angophora Drive, Warabrook NSW 2304 Australia",6/05/2021,3/06/2021,6/06/2025
SC2316-001,Port Stephens Homemaker Centre,AUD,Kurt Schober,Net 30 Days,"60 Port Stephens Dr, Taylors Beach NSW 2316 Australia","60 Port Stephens Dr, Taylors Beach NSW 2316 Australia",6/02/2023,27/03/2023,1/04/2025
SC2317-001,Salamander Bay Square,AUD,Kurt Schober,Net 30 Days,"2 Town Centre Cct, Salamander Bay NSW 2317 Australia","2 Town Centre Cct, Salamander Bay NSW 2317 Australia",7/06/2022,3/08/2022,13/08/2024
SC2320-001,Maitland Riverside Plaza,AUD,Kurt Schober,Net 30 Days,"PO Box 314, Penrith NSW 2751 Australia","405 High Street, Maitland NSW 2066 Australia",29/06/2020,13/09/2020,4/09/2024
SC2320-002,Hunter Supa Centre,AUD,Kurt Schober,Net 30 Days,"1 Hillview Street, Rutherford NSW 2320 Australia","343 New England Highway, Rutherford NSW 2320 Australia",29/06/2020,,
SC2320-003,Home + Life Rutherford,AUD,Kurt Schober,Net 30 Days,"PO Box 234, Rose Bay NSW 2029 Australia","123 Anambah Rd, Rutherford NSW 2320 Australia",9/12/2021,12/01/2022,9/01/2025
SC2320-004,Rutherford Marketplace,AUD,Kurt Schober,Net 30 Days,"Level 7, 14 Martin Place, Sydney NSW 2000 Australia","1 Hillview St, Rutherford NSW 2320 Australia",7/06/2022,29/08/2022,16/08/2024
SC2322-001,Thornton Shopping Centre,AUD,Kurt Schober,Net 30 Days,NSW  Australia,"1a Taylor Avenue, Thornton NSW 2322 Australia",5/10/2021,24/01/2022,4/01/2025
SC2323-001,Stockland Green Hills Shopping Centre,AUD,Kurt Schober,Net 30 Days,"1 Molly Morgan Drive, East Maitland NSW 2323 Australia","1 Molly Morgan Drive, East Maitland NSW 2323 Australia",29/06/2020,2/09/2020,28/07/2025
SC2330-001,Singleton Square,AUD,Kurt Schober,Net 30 Days,"1 Gowrie St, Singleton NSW 2330 Australia","1 Gowrie St, Singleton NSW 2330 Australia",7/06/2022,29/08/2022,25/11/2024
SC2340-001,Tamworth Square,AUD,Kurt Schober,Net 30 Days,"432-452 Peel St, Tamworth NSW 2340 Australia","432-452 Peel St, Tamworth NSW 2340 Australia",7/06/2022,30/08/2022,12/08/2024
SC2350-001,Armidale Central,AUD,Kurt Schober,Net 30 Days,"225 Beardy Street, Armidale NSW 2350 Australia","225 Beardy Street, Armidale NSW 2350 Australia",29/06/2020,4/02/2021,1/07/2025
SC2428-001,Stockland Forster Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Breese Parade, Forster NSW 2428 Australia","3-17 Breese Parade, Forster NSW 2428 Australia",29/06/2020,13/04/2021,10/04/2025
SC2430-001,Manning Mall,AUD,Kurt Schober,Net 30 Days,"C/-JLL PO Box 1007, Taree NSW 2430 Australia","81 Manning Street, TAREE NSW 2430 Australia",10/08/2023,1/09/2023,19/09/2024
SC2444-001,Settlement City,AUD,Kurt Schober,Net 30 Days,"C/- CBRE Pty Ltd NSW Rents Trust,  NSW  Australia","Corner Park and Bay Streets, Port Macquarie NSW 2444 Australia",29/06/2020,19/07/2020,8/08/2024
SC2444-002,Port Central Shopping Centre,AUD,Kurt Schober,Net 30 Days,"The Gowings Building  303/35-61 Harbour Drive, Coffs Harbour NSW 2450 Australia","40-42 Horton Street, Port Macquarie NSW 2444 Australia",29/06/2020,19/06/2023,6/06/2025
SC2450-001,Moonee Market,AUD,Kurt Schober,Net 30 Days,"2 Chifley Square 2000, Sydney NSW 2000 Australia","2B Moonee Beach Rd, Moonee Beach NSW 2450 Australia",10/06/2022,16/09/2022,15/08/2024
SC2452-001,Toormina Gardens Shopping Centre,AUD,Kurt Schober,Net 30 Days,"1 Somerset Avenue, Narellan NSW 2567 Australia","5 Toormina Road, Toormina NSW 2452 Australia",29/06/2020,3/09/2020,13/07/2023
SC2480-001,Lismore Square,AUD,Kurt Schober,Net 30 Days,"C/- McConaghy Retail Pty Ltd GPO BOX 5267, Brisbane QLD 4001 Australia","Cnr Brewster and Uralba St, Lismore NSW 2480 Australia",29/06/2020,31/08/2020,28/07/2025
SC2480-002,Lismore Central,AUD,Kurt Schober,Net 30 Days,"GPO Box 146, BRISBANE QLD 4000 Australia",Lismore NSW 2480 Australia,31/03/2023,19/05/2023,6/06/2025
SC2484-001,Sunnyside Mall,AUD,Kurt Schober,Net 30 Days,"Cnr Brisbane St & Wollumbin Street, Murwillumbah NSW 2484 Australia","Cnr Brisbane St & Wollumbin Street, Murwillumbah NSW 2484 Australia",7/06/2022,30/08/2022,9/08/2024
SC2485-001,Tweed Mall Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 505, Tweed Heads NSW 2485 Australia","Corner Wharf and Bay Streets, Tweed Heads NSW 2485 Australia",29/06/2020,,
SC2500-001,Wollongong Central Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Mailbox 174, 200 Crown Street, Wollongong NSW 2500 Australia","200 Crown Street, Wollongong NSW 2500 Australia",29/06/2020,28/08/2020,31/07/2025
SC2502-001,Warrawong Plaza,AUD,Kurt Schober,COD,"C-/ JLL Centre Mangement PO Box 270, Warrawong NSW 2502 Australia","King Street  & Cowper Street, Warrawong NSW 2502 Australia",29/06/2020,1/05/2021,5/05/2025
SC2518-001,Corrimal Centre,AUD,Kurt Schober,Net 30 Days,"27 Princes Highway, Corrimal NSW 2518 Australia","27 Princes Highway, Corrimal NSW 2518 Australia",25/02/2022,17/03/2022,22/10/2024
SC2519-001,Ambience Fairy Meadow,AUD,Kurt Schober,Net 30 Days,Australia,Australia,29/06/2020,,
SC2525-001,Figtree Grove Shopping Centre,AUD,Kurt Schober,Net 30 Days,"C/- CBRE Figtree Grove Shopping Centre 19 Princes Highway, Figtree NSW 2525 Australia","19 Princes Highway, Figtree NSW 2525 Australia",19/07/2020,1/07/2020,8/07/2025
SC2528-001,Warilla Grove Shopping Centre,AUD,Kurt Schober,Net 30 Days,"43 - 57 Shellharbour Road, Warilla NSW 2528 Australia","43 - 57 Shellharbour Road, Warilla NSW 2528 Australia",29/06/2020,20/12/2022,1/03/2025
SC2529-001,Stockland Shellharbour Shopping Centre,AUD,Kurt Schober,Net 30 Days,"211 Lake Entrance Road, Shellharbour City Centre NSW 2529 Australia","211 Lake Entrance Road, Shellharbour City Centre NSW 2529 Australia",29/06/2020,30/07/2020,28/07/2025
SC2536-001,Village Centre and Bridge Plaza,AUD,Kurt Schober,Net 30 Days,"1 Perry Street, Batemans Bay NSW 2536 Australia","1 Perry Street, Batemans Bay NSW 2536 Australia",31/07/2020,31/07/2020,15/03/2025
SC2541-001,Nowra Centre Plaza,AUD,Kurt Schober,Net 30 Days,"C/- Nowra Centre Plaza 32-60 East Street, NOWRA NSW 2541 Australia","32/60 East Street, Nowra NSW 2541 Australia",29/06/2020,13/04/2021,10/04/2025
SC2541-002,Nowra Mall,AUD,Kurt Schober,Net 30 Days,"Level 1, 5a/1 Somerset Avenue, Narellan NSW 2567 Australia","20 Kinghorne Street, Nowra NSW 2541 Australia",29/06/2020,22/10/2020,22/10/2020
SC2550-001,Sapphire Marketplace,AUD,Kurt Schober,Net 30 Days,"106 Auckland Street, Bega NSW 2550 Australia","106 Auckland Street, Bega NSW 2550 Australia",31/08/2022,31/08/2022,30/05/2025
SC2557-001,HomeCo. Gregory Hills,AUD,Kurt Schober,Net 30 Days,"ATF HomeCo DNR (Gregory Hills Home) Property Trust Level 7, 1 Macquarie Place, Sydney NSW 2000 Australia","2-64 Steer Road, Gregory Hills NSW 2557 Australia",21/11/2024,27/02/2025,27/02/2025
SC2558-001,Eagle Vale Marketplace,AUD,Kurt Schober,Net 30 Days,"Eagle Vale Marketplace Level 1,5a/1 Somerset Avenue, Narellan NSW 2567 Australia","Gould Road, Eagle Vale NSW 2558 Australia",16/11/2020,30/03/2021,21/05/2021
SC2560-001,Macarthur Square,AUD,Kurt Schober,Net 30 Days,"200 Gilchrist Drive, Campbelltown NSW 2560 Australia","200 Gilchrist Drive, Campbelltown NSW 2560 Australia",29/06/2020,,
SC2560-002,Campbelltown Mall,AUD,Kurt Schober,Net 30 Days,"271 Queen St, Campbelltown NSW 2560 Australia","271 Queen St, Campbelltown NSW 2560 Australia",7/06/2022,3/08/2022,12/05/2025
SC2566,Minto Market Place,AUD,Kurt Schober,Net 30 Days,"Brookfield Rd, Minto NSW 2566 Australia","10 Brookfield Road, Minto NSW 2566 Australia",7/10/2020,13/09/2021,18/09/2024
SC2567-001,Mt Annan Central,AUD,Kurt Schober,Net 30 Days,"Suit 5A, Level1, 1 Somerset Ave, Narellan NSW 2567 Australia","Raintree Way, Mt Annan NSW 2567 Australia",16/11/2020,,
SC2567-002,Narellan Town Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 200, Narellan NSW 2567 Australia","326 Camden Valley Way, Narellan NSW 2567 Australia",21/12/2020,4/05/2021,4/05/2021
SC2567-003,Mount Annan Marketplace,AUD,Kurt Schober,Net 30 Days,"11-13 Main Street, Mount Annan NSW 2567 Australia","11-13 Main Street, Mt Annan NSW 2567 Australia",2/03/2021,31/03/2021,18/06/2024
SC2567-004,Harrington Plaza,AUD,Kurt Schober,Net 30 Days,"23 Fairwater Dr, Harrington Park NSW 2567 Australia","23 Fairwater Dr, Harrington Park NSW 2567 Australia",12/01/2022,23/06/2022,2/06/2023
SC2570-001,Spring Farm Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Centre Trust c/o Colliers 254 Richardson Road, SPRING FARM NSW 2570 Australia","254 Richardson Road, SPRING FARM NSW 2570 Australia",17/05/2021,17/06/2021,24/06/2025
SC2575-001,Highlands Marketplace,AUD,Kurt Schober,Net 30 Days,"197 Old Hume Highway, Mittagong NSW  Australia","197 Old Hume Highway, Mittagong NSW  Australia",7/06/2022,3/08/2022,9/08/2024
SC2580-001,Goulburn Square,AUD,Kurt Schober,Net 30 Days,"217 Auburn St, Goulburn NSW 2580 Australia","217 Auburn St, Goulburn NSW 2580 Australia",7/06/2022,3/08/2022,9/08/2024
SC2606-001,Westfield Woden,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","Keltie Street, Phillip ACT 2606 Australia",29/06/2020,,
SC2609-001,Canberra Outlet Centre,AUD,Kurt Schober,Net 30 Days,"C/-Retpro Management Pty Ltd 337 Canberra Avenue, Fyshwick ACT 2609 Australia","337 Canberra Avenue, Fyshwick ACT 2609 Australia",29/06/2020,20/05/2021,5/05/2025
SC2614-001,Jamison Plaza,AUD,Kurt Schober,Net 30 Days,"PO Box 521, Fyshwick ACT 2609 Australia","Bowman Street, Macquarie ACT 2614 Australia",27/10/2021,30/11/2021,15/12/2022
SC2617-001,Westfield Belconnen,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","Benjamin Way, Belconnen ACT 2617 Australia",29/06/2020,30/03/2021,2/12/2022
SC2617-002,Capital Food Market,AUD,Kurt Schober,COD,"15 Market St, Belconnen ACT 2617 Australia","15 Market Street, Belconnen ACT 2617 Australia",20/04/2023,20/04/2023,6/12/2024
SC2619-001,Jerrabomberra Village,AUD,Kurt Schober,Net 30 Days,"Limestone Drive, Jerrabomberra NSW 2619 Australia","Limestone Drive, Jerrabomberra NSW 2619 Australia",22/08/2020,22/08/2020,23/07/2025
SC2620-001,Riverside Plaza,AUD,Kurt Schober,Net 30 Days,"131 Monaro St, Queanbeyan NSW 2620 Australia","131 Monaro Street, Queanbeyan NSW 2620 Australia",29/06/2020,13/04/2021,10/04/2025
SC2640-001,West End Shopping Centre,AUD,Kurt Schober,Net 30 Days,"487 Kiewa St, Albury NSW 2640 Australia","487 Kiewa Street, Albury NSW 2640 Australia",29/06/2020,,
SC2640-002,Myer Centrepoint,AUD,Kurt Schober,Net 30 Days,"Centre Management Office PO Box 307, Albury NSW 2640 Australia","3/525 David Street, Albury NSW 2640 Australia",29/06/2020,1/07/2020,14/08/2024
SC2641-001,Lavington Square Shopping Centre,AUD,Kurt Schober,Net 30 Days,"351 Griffith Road, Lavington NSW 2641 Australia","351 Griffith Road, Lavington NSW 2641 Australia",29/06/2020,22/01/2025,22/01/2025
SC2650-001,Wagga Wagga Marketplace,AUD,Kurt Schober,Net 14 Days,"PO Box 2480, Wagga Wagga NSW 2650 Australia","87 Baylis Street, Wagga Wagga NSW 2650 Australia",29/06/2020,2/09/2020,1/06/2022
SC2650-002,Sturt Mall Shopping Centre,AUD,Kurt Schober,Net 30 Days,"GPO Box 187, SYDNEY NSW 2001 Australia","135-143 Baylis St, Wagga Wagga NSW 2650 Australia",22/02/2022,25/03/2022,11/03/2024
SC2747-001,Jordan Springs Shopping Centre,AUD,Kurt Schober,Net 30 Days,"61- 63 Watergum Drive, Jordan Springs NSW 2747 Australia","61- 63 Watergum Drive, Jordan Springs NSW 2747 Australia",29/06/2020,30/07/2020,14/08/2024
SC2750-001,Nepean Village,AUD,Kurt Schober,Net 30 Days,"Cnr Station & Woodriff St, Penrith NSW 2750 Australia","Cnr Station & Woodriff St, Penrith NSW 2750 Australia",29/06/2020,8/12/2020,1/07/2025
SC2750-002,Lennox Village,AUD,Kurt Schober,Net 30 Days,"Cnr Great Western Highway & Pyramid Street, Emu Plains NSW 2750 Australia","Cnr Great Western Highway & Pyramid Street, Emu Plains NSW 2750 Australia",29/06/2020,1/01/2021,18/03/2025
SC2750-003,Westfield Penrith,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","585 High Street, Penrith NSW 2750 Australia",29/06/2020,31/07/2020,24/11/2022
SC2750-004,Southlands Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 7722, South Penrith NSW 2750 Australia","2 Birmingham Road, South Penrith NSW 2750 Australia",23/10/2020,17/12/2020,10/10/2024
SC2751-001,Huntlee Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 314, Penrith NSW 2751 Australia","PO Box 314,  NSW 2751 Australia",9/05/2025,30/05/2025,30/05/2025
SC2753-001,Richmond Marketplace,AUD,Kurt Schober,Net 30 Days,"78 March Street, Richmond NSW 2753 Australia","78 March Street, Richmond NSW 2753 Australia",29/06/2020,31/03/2021,10/10/2022
SC2756-001,Windsor Riverview Shopping Centre,AUD,Kurt Schober,Net 30 Days,"C/- RHC Retail P/L T/A Rook Partners Asset Management 1 Somerset Avenue, Narellan NSW 2567 Australia","227 George Street, Windsor NSW 2756 Australia",29/06/2020,1/07/2020,1/07/2021
SC2756-002,Windsor Marketplace,AUD,Kurt Schober,Net 30 Days,"Burwood Plaza 42 - 50 Railway Parade,  NSW 2134 Australia","6-16 Kable Street, Windsor NSW 2756 Australia",15/06/2023,23/06/2023,7/08/2024
SC2759-001,St Clair Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 209, St Clair Shopping Centre,  NSW 2759 Australia","Cnr Bennett Rd & Endeavour Av, St Clair NSW 2759 Australia",20/05/2021,30/06/2021,25/10/2023
SC2761-001,Greenway Village,AUD,Kurt Schober,Net 30 Days,"PO BOX 1052,  NSW 2124 Australia","799 Richmond Road, Colebee NSW 2761 Australia",15/10/2024,18/11/2024,18/11/2024
SC2768-001,Stanhope Village,AUD,Kurt Schober,Net 30 Days,"Suit 506, Level 5, 55 Philip Street, Parramatta NSW 2150 Australia","2 Sentry Dr, Stanhope Gardens NSW 2768 Australia",1/08/2024,13/09/2024,14/11/2024
SC2770-001,Westfield Mount Druitt,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","Carlisle Avenue, Mount Druitt NSW 2770 Australia",29/06/2020,30/07/2020,25/11/2023
SC2795-001,Armada Bathurst Shopping Centre,AUD,Kurt Schober,Net 30 Days,"PO Box 505, Tweed Heads NSW 2485 Australia","121 Howick Street, Bathurst NSW 2795 Australia",29/06/2020,,
SC2800-001,Orange Central Square,AUD,Kurt Schober,Net 30 Days,"227 Summer Street, Orange NSW 2800 Australia","227 Summer Street, Orange NSW 2800 Australia",7/06/2022,30/08/2022,30/05/2025
SC2830-001,Dubbo Square,AUD,Kurt Schober,Net 30 Days,"177 Macquarie St, Dubbo NSW 2830 Australia","177 Macquarie St, Dubbo NSW 2830 Australia",7/06/2022,29/08/2022,24/07/2025
SC2870-001,Parkes Metroplaza,AUD,Kurt Schober,Net 30 Days,Dubbo NSW 2830 Australia,"177 Macquarie Street, Dubbo NSW 2830 Australia",29/03/2023,29/03/2023,15/07/2024
SC2900-001,South Point Tuggeranong,AUD,Kurt Schober,Net 30 Days,"PO Box 7048, Greenway ACT 2900 Australia","Anketell Street & Reed Street North, Greenway ACT 2900 Australia",29/06/2020,6/11/2020,5/12/2024
SC2912-001,Marketplace Gungahlin,AUD,Kurt Schober,Net 30 Days,ACT  Australia,"Cnr Gozzard & Hibberson Street, Gungahlin ACT 2912 Australia",10/08/2021,10/08/2021,28/07/2025
SC2913-001,Casey Market Town,AUD,Kurt Schober,Net 30 Days,"GPO Box 77, Canberra City ACT 2601 Australia","15 Kingsland Parade, Casey ACT 2913 Australia",8/08/2020,8/08/2020,8/07/2025
SC3000-001,Emporium Melbourne,AUD,Kurt Schober,Net 30 Days,"287 Lonsdale Street, Melbourne VIC 3000 Australia","287 Lonsdale Street, Melbourne VIC 3000 Australia",29/06/2020,17/12/2020,11/12/2024
SC3000-002,206 Bourke Street,AUD,Kurt Schober,Net 30 Days,"Level 2, 350 Bourke Street, Melbourne VIC 3000 Australia","206 Bourke Street, Melbourne VIC 3000 Australia",29/06/2020,24/08/2020,30/11/2021
SC3000-003,Melbourne's GPO Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Level 2, 350 Bourke Street, Melbourne VIC 3000 Australia","Level 2, 350 Bourke Street, Melbourne VIC 3000 Australia",29/06/2020,27/08/2020,6/08/2025
SC3000-004,The Strand Melbourne,AUD,Kurt Schober,Net 30 Days,"250 Elizabeth Street, Melbourne VIC 3000 Australia","250 Elizabeth Street, Melbourne VIC 3000 Australia",29/06/2020,27/08/2020,27/08/2020
SC3000-005,Midtown Melbourne,AUD,Kurt Schober,Net 30 Days,"Level 2, 350 Bourke Street, Melbourne VIC 3000 Australia","246 Bourke Street, Melbourne VIC 3000 Australia",29/06/2020,27/08/2020,6/08/2021
SC3001-001,Myer Melbourne,AUD,Kurt Schober,Net 30 Days,"314-336 Bourke St, Melbourne VIC 3000 Australia","314-336 Bourke St, Melbourne VIC 3000 Australia",18/03/2022,31/03/2022,6/08/2025
SC3006-001,DFO South Wharf,AUD,Kurt Schober,Net 30 Days,"20 Convention Centre Place, South Wharf VIC 3006 Australia","20 Convention Centre Place, South Wharf VIC 3006 Australia",29/06/2020,29/09/2020,31/07/2024
SC3006-002,Melbourne Square,AUD,Kurt Schober,Net 30 Days,"Lot S8, 93 -119 Kavanagh Street Retail Centre Sub, Southbank VIC 3006 Australia","Lot S8, 93 -119 Kavanagh Street Retail Centre Sub, Southbank VIC 3006 Australia",16/02/2022,18/03/2022,7/03/2025
SC3008-001,Spencer Outlet Centre,AUD,Kurt Schober,Net 30 Days,"201 Spencer Street, Docklands VIC 3008 Australia","201 Spencer Street, Docklands VIC 3008 Australia",7/04/2022,3/06/2022,24/07/2025
SC3019-001,Central West Shopping Centre,AUD,Kurt Schober,30 Days EOM,"65-67 Ashley Street, Braybrook VIC 3019 Australia","65-67 Ashley Street, Braybrook VIC 3019 Australia",25/07/2020,1/07/2020,30/09/2021
SC3020-001,Sunshine Marketplace,AUD,Kurt Schober,Net 30 Days,"80 Harvester Road, Sunshine VIC 3020 Australia","80 Harvester Road, Sunshine VIC 3020 Australia",29/06/2020,4/02/2021,1/07/2025
SC3025-001,Altona Gate Shopping Centre,AUD,Kurt Schober,Net 30 Days,"124-134 Millers Road, Altona North VIC 3025 Australia","124-134 Millers Road, Altona North VIC 3025 Australia",29/06/2020,29/01/2021,18/07/2025
SC3027-001,Williams Landing Shopping Centre,AUD,Kurt Schober,Net 14 Days,"Level 22, 123 Pitt Street, Sydney NSW 2000 Australia","100 Overton Road, Williams Landing VIC 3027 Australia",29/06/2020,22/02/2022,5/05/2025
SC3030-001,Stockland Point Cook Shopping Centre,AUD,Kurt Schober,Net 30 Days,"133 Castlereigh Street, Sydney NSW 2000 Australia","Corner Main Street and Murnong Street,, Point Cook VIC 3030 Australia",13/05/2022,9/08/2022,1/07/2025
SC3032-001,Maribyrnong Homemaker Centre,AUD,Kurt Schober,Net 30 Days,"169 Rosamond Road, Maribyrnong VIC 3032 Australia","169 Rosamond Road, Maribyrnong VIC 3032 Australia",22/03/2022,19/05/2022,5/05/2025
SC3038-001,Keilor Central,AUD,Kurt Schober,Net 30 Days,"80 Taylors Road, Keilor Downs VIC 3038 Australia","80 Taylors Road, Keilor Downs VIC 3038 Australia",29/06/2020,,
SC3038-002,Watergardens Shopping Centre,AUD,Kurt Schober,Net 30 Days,"C/- CBRE (V) Pty Ltd Locked Bag 2003, Archerfield QLD 4108 Australia","399 Melton Highway, Taylors Lakes VIC 3038 Australia",29/06/2020,1/07/2020,1/07/2021
SC3041-001,DFO Essendon,AUD,Kurt Schober,Net 30 Days,"100 Bulla Road, Essendon Fields VIC 3041 Australia","100 Bulla Road, Essendon Fields VIC 3041 Australia",29/06/2020,2/02/2021,1/07/2025
SC3042-001,Westfield Airport West,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","29-35 Louis Street, Airport West VIC 3042 Australia",29/06/2020,25/07/2023,15/04/2024
SC3047-001,Broadmeadows Central,AUD,Kurt Schober,Net 30 Days,"1099-1169 Pascoe Vale Road, Broadmeadows VIC 3047 Australia","1099-1169 Pascoe Vale Road, Broadmeadows VIC 3047 Australia",29/06/2020,17/12/2020,26/07/2024
SC3064-001,Roxburgh Village,AUD,Kurt Schober,Net 30 Days,"250 Somerton Road, Roxburgh Park VIC 3064 Australia","250 Somerton Road, Roxburgh Park VIC 3064 Australia",29/06/2020,18/12/2020,26/07/2024
SC3072-001,Northland Shopping Centre,AUD,Kurt Schober,Net 30 Days,"2-50 Murray Road, Preston VIC 3072 Australia","2-50 Murray Road, Preston VIC 3072 Australia",29/06/2020,16/12/2020,14/07/2025
SC3082-001,Westfield Plenty Valley,AUD,Kurt Schober,Net 30 Days,"PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","415 McDonalds Road, Mill Park VIC 3082 Australia",29/06/2020,30/08/2023,30/08/2023
SC3083-001,DFO Uni Hill,AUD,Kurt Schober,Net 30 Days,"2 Janefield Dr, Bundoora VIC 3083 Australia","2 Janefield Dr, Bundoora VIC 3083 Australia",2/11/2020,30/01/2021,1/07/2025
SC3109-001,The Pines Shopping Centre (011),AUD,Kurt Schober,Net 30 Days,"Suite 3.05, Level 3  181 Reynolds Road, Doncaster East VIC 3109 Australia","181 Reynolds Road, Doncaster East VIC 3109 Australia",29/06/2020,16/12/2020,22/07/2025
SC3121-001,Victoria Gardens Shopping Centre,AUD,Kurt Schober,Net 30 Days,"620 Victoria Street, Richmond VIC 3121 Australia","620 Victoria Street, Richmond VIC 3121 Australia",29/06/2020,29/09/2020,31/07/2024
SC3124-001,Camberwell Place,AUD,Kurt Schober,Net 30 Days,"793 Burke Road, Camberwell VIC 3124 Australia",Australia,29/06/2020,,
SC3128-001,Box Hill Central (North Precinct),AUD,Kurt Schober,Net 30 Days,"1 Main Street, Box Hill VIC 3128 Australia","1 Main Street, Box Hill VIC 3128 Australia",29/06/2020,17/12/2020,23/01/2025
SC3128-002,Box Hill Central (South Precinct),AUD,Kurt Schober,Net 30 Days,"1 Main Street, Box Hill VIC 3128 Australia","Level 4 - 1 Main Street Centre Management Office, Box Hill VIC 3128 Australia",23/04/2021,23/04/2021,12/02/2025
SC3130-001,Blackburn Square Shopping Centre,AUD,Kurt Schober,Net 30 Days,"64-104 Springfield Rd, Blackburn VIC 3130 Australia","64-104 Springfield Rd, Blackburn VIC 3130 Australia",5/05/2022,24/05/2022,5/05/2025
SC3131-001,Forest Hill Chase Shopping Centre,AUD,Kurt Schober,Net 30 Days,"ABN 81 390 392 465. Level 4, 36 Cross Street, Double Bay NSW 2027 Australia","270 Canterbury Road, Forest Hill VIC 3131 Australia",24/07/2020,4/07/2020,5/08/2025
SC3136-001,Croydon Central Shopping Centre,AUD,Kurt Schober,Net 30 Days,"NXS #: 000213 - 005 Suite 3.05, Level 3 203-233 New South Head Road, Edgecliff NSW 2027 Australia","5-15 Kent Ave, Croydon VIC 3136 Australia",4/10/2022,4/11/2022,11/11/2024
SC3140-001,Lilydale Marketplace,AUD,Kurt Schober,Net 30 Days,"ABN 47 158 809 851 Level 5, 50 Pitt Street, Sydney  2000 Australia","33 Hutchinson Street, Lilydale VIC  Australia",9/10/2024,,
SC3146-001,Tooronga Village,AUD,Kurt Schober,Net 30 Days,"VIC Rents Trust Locked Bag 2003, Archerfield QLD 4108 Australia","Corner of Toorak Road and Tooronga Road, Glen Iris VIC 3146 Australia",29/06/2020,17/12/2020,17/12/2020
SC3148-001,Chadstone Shopping Centre,AUD,Kurt Schober,Net 30 Days,"1341 Dandenong Road, Chadstone VIC 3148 Australia","1341 Dandenong Road, Chadstone VIC 3148 Australia",29/06/2020,23/09/2020,1/04/2025
SC3150-001,The Glen Shopping Centre,AUD,Kurt Schober,Net 30 Days,"235 Springvale Road, Glen Waverley VIC 3150 Australia","235 Springvale Road, Glen Waverley VIC 3150 Australia",29/06/2020,3/05/2021,8/05/2025
SC3150-002,Brandon Park Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Level 7, 1 Macquarie Place, Sydney NSW 2000 Australia","Ferntree Gully Road, Wheelers Hill VIC 3150 Australia",29/06/2020,21/11/2024,21/11/2024
SC3150-003,Century City Walk,AUD,Kurt Schober,Net 30 Days,"Level 29, 120 Collins Street, MELBOURNE VIC 3000 Australia","285-287 Springvale Road, Glen Waverley VIC 3150 Australia",22/06/2021,22/06/2021,1/08/2025
SC3152-001,Westfield Knox Shopping Centre,AUD,Kurt Schober,Net 30 Days,"Westfield Knox Shopping Centre PO Box 6182, St Kilda Rd Centrl Post Office VIC 8008 Australia","425 Burwood Hwy, Wantirna South VIC 3152 Australia",27/07/2020,23/09/2020,25/07/2023
