itemCode,itemName,longDescription,totalStock,qtyInWhs01,qtyInDemoWhs,qtyInTS01Whs,qtyInNSW01Whs,qtyInQLD01Whs,qtyInVIC01Whs,qtyInWA01Whs
AS0625,AL.THSF-SL-BL HEAT SINK,,0,0,0,0,0,0,0,0
AS0626,AL.THS-SL-BL HEAT SINK,,1,1,0,0,0,0,0,0
AS0627,AL.THSH-SL-BL HEAT SINK,,1,1,0,0,0,0,0,0
AS0629,AL.29-6BC00-7420 16G RAM,,0,0,0,0,0,0,0,0
AS0631,AL.MXC-6201D + FAN + ETT,,0,0,0,0,0,0,0,0
AS0632,CN.MSG063,,2,2,0,0,0,0,0,0
AS0633,CN.MSG067,Rudi Embedded System External Mounting Brackets (2 Brackets included). No additional mounting HW is required,1,1,0,0,0,0,0,0
AS0634,AL.MXE-212/BOSCH(EA),,0,0,0,0,0,0,0,0
AS06349,AL.SSB064GTLC9-SBO-2A,,0,0,0,0,0,0,0,0
AS0634A,AL.MXE-212/BOSC(EA) + MSATA,,1,1,0,0,0,0,0,0
AS06350,AL.SSB256GTLC9-SBO-4A,,0,0,0,0,0,0,0,0
AS0636,AL.SSD 128G 2.5 SATA,,0,0,0,0,0,0,0,0
AS0637,CN.MSG062,,2,2,0,0,0,0,0,0
AS06385,CN.ASG016,,3,3,0,0,0,0,0,0
AS0639,AR.MATRIX-512,"ATMEL9200 + Linux2.6.14 Box Computer with 2x LAN, 4x serial port",0,0,0,0,0,0,0,0
AS0640,AL.CM3-430-X-01 CABLE KIT,,0,0,0,0,0,0,0,0
AS0642,CN.ADG053,,0,0,0,0,0,0,0,0
AS0644,BB.CPD2.G,,3,3,0,0,0,0,0,0
AS0646,AL.HPERC-IBRMH-B01SN-RAFA,,0,0,0,0,0,0,0,0
AS06461,AL.93-43401-160E (HPERC-KBLMH-100XN-RAFA),"93-43401-160E (HPERC-KBLMH-100XN-RAFA) D38999, Finned, Intel Xeon E3- 1505M v6 Quad Core 45W v6, 16GB RAM, 1x 256GB 2.5"" SATA SSD, PC104 expansion card (Xtreme I/O ADC-DAC DAG 004)",0,0,0,0,0,0,0,0
AS0647,AL.HPERC-X-03,58-99257-0240 HPERC breakout cable kit for HPERC-KBLMH-100XN-RAFA,0,0,0,0,0,0,0,0
AS0649,CN.CKG021 CABLE KIT VXG SERIES,,1,1,0,0,0,0,0,0
AS0650,QM.OPS-2002/I5-6200U 8G 64GSSD,,16,16,0,0,0,0,0,0
AS0654,NS.WIENTEK MT8070IE,,0,0,0,0,0,0,0,0
AS0655,AL.MXC-6401D/M32G,,4,4,0,0,0,0,0,0
AS0656,AL.ABX-6310-BP,,2,2,0,0,0,0,0,0
AS0658,TD.TS16GCF220I,,0,0,0,0,0,0,0,0
AS06600,CN.NGX002,,0,0,0,0,0,0,0,0
AS066001,CN.NGX002-21,"Photon - Jetson AI Camera Platform, multi camera input, GbE, PoE uplink, Jetson Nano™ Integrated + LTE-EMEA + Passive Thermal",0,0,0,0,0,0,0,0
AS06601,CN.NGX003 PHOTON,,0,0,0,0,0,0,0,0
AS06602,CN.NGX004,,0,0,0,0,0,0,0,0
AS06603,CN.MSG078,"CTI Cogswell AC/DC Universal Power Supply, 90-264VAC Input, 12VDC Output, 8.5A Max Output, 100W, NA Line Cord, RoHS compliant",0,0,0,0,0,0,0,0
AS0661,CN.XHG301,,0,0,0,0,0,0,0,0
AS06611,CN.XDG008,,0,0,0,0,0,0,0,0
AS0662,CN.XHG302,,0,0,0,0,0,0,0,0
AS06621,CN.XHG313,,0,0,0,0,0,0,0,0
AS0665,QM.OZOKEDB23000A100,,1,1,0,0,0,0,0,0
AS0667,AL.T2EXPRESS-SL-I5-6440EQ,,1,1,0,0,0,0,0,0
AS0670,AL.BLANK PLATE FOR MXE-212,,10,10,0,0,0,0,0,0
AS0670A,AL.BLANK PLATE FOR MXE-212BSH,,0,0,0,0,0,0,0,0
AS0672,AL.CT-3620CB/E3845/M4G/S32 ETT,,2,2,0,0,0,0,0,0
AS0673,CN.ESG506-21,,0,0,0,0,0,0,0,0
AS06735,CN.ESG602-01,,0,0,0,0,0,0,0,0
AS06736,CN.ESG602-02,Connect Tech Rudi-NX Embedded Systme powered by NVIDIA® Jetson Xavier™ NX + WiFi/BT – Intel,0,0,0,0,0,0,0,0
AS06737,CN.ESG602-19,"ESG602 Rudi NX Embedded System with NVIDIA® Jetson Xavier™ NX, 1TB NVMe storage",0,0,0,0,0,0,0,0
AS06738,CN.ESG606-20,,0,0,0,0,0,0,0,0
AS0676,AL.24VDC 6.6A PSU 160W,,0,0,0,0,0,0,0,0
AS0679,AL.CT-3620MRX/E3845/M4G/S32 ETTCC,,0,0,0,0,0,0,0,0
AS0680,AR.M-606 ATMEL 9G45 WIN CE 6,,1,1,0,0,0,0,0,0
AS0681,AL.SSD 256G SATA MLC (INDUST),,0,0,0,0,0,0,0,0
AS0682,NS.MT8073IE,,2,2,0,0,0,0,0,0
AS0683,AL.EXPRESS-SL-I5-6440EQ,,0,0,0,0,0,0,0,0
AS0684,AV.SINGLE PORT IP PWR 9255 PRO,,46,46,0,0,0,0,0,0
AS0685,TM.HE104-512-16-PBF-512H,,3,3,0,0,0,0,0,0
AS06851,TM.HE104+DX-LEICA,Custom 108W PC/104 power supply,0,0,0,0,0,0,0,0
AS0686,AL.29-68400-L460,,1,1,0,0,0,0,0,0
AS0687,AR.MATRIX-700,,2,2,0,0,0,0,0,0
AS0688,AR.RIO-2017,,1,1,0,0,0,0,0,0
AS0689,AL.ACL-10S68-1 DIO LINK CBL,,0,0,0,0,0,0,0,0
AS0690,AL.IOT G/WAY START KIT MXE2021,,0,0,0,0,0,0,0,0
AS0691,CN.DIN RAIL PLATE FOR RUDI,,15,15,0,0,0,0,0,0
AS0692,AL.MXE-1501 EXT,,0,0,0,0,0,0,0,0
AS0694,CN.MSG071,,0,0,0,0,0,0,0,0
AS06945,CN.CKG058 CABLE KITS,,0,0,0,0,0,0,0,0
AS0695,CN.CKG059,,1,1,0,0,0,0,0,0
AS0696,AL.LPCIE-3488A,,0,0,0,0,0,0,0,0
AS0697,AL.MXE-1501/M2G/SSD64G ETT W7P,,0,0,0,0,0,0,0,0
AS06971,AL.MXE-1501/8MG,"MXE-1501/M8G Integrated Fanless Embedded Computer Intel® Celeron® N3160/ N3060 SoC, 8G DDR3L SODIMM, VGA, DP, 3x GbE, 4x COM, 8DIO, 2x  USB3, 4+1x USB2, 2.5"" SATA, CFast, mPCIe, I2C, 6-36V, 210 x 170 x 53 mm",0,0,0,0,0,0,0,0
AS06972,AL.64GB SSD,AL.92-56087-0010,0,0,0,0,0,0,0,0
AS0698,AL.SSD 256G 2.5 SATA III MLC,,0,0,0,0,0,0,0,0
AS0699,AL.MXE-1501/M4G,,0,0,0,0,0,0,0,0
AS0703,MM.RTC-700B AAEON,,0,0,0,0,0,0,0,0
AS070309,TE.RUT950 LTE CAT 4 ROUTER,,23,20,0,0,3,0,0,0
AS07033,TE.PR320AUA.250W TSW202 Power Supply,,1,1,0,0,0,0,0,0
AS07034,TE.PR317AUA.62W TSW202 Power Supply,,13,8,4,0,0,0,1,0
AS07036,TE.PR5MEC21,4-PIN Power Adapter with I/O,50,50,0,0,0,0,0,0
AS0704,CN.CBG002 2 PORT CABLE DB9,,0,0,0,0,0,0,0,0
AS0705,BB.EKI-5728I,,3,3,0,0,0,0,0,0
AS0706,AR.MATRIX-713G-EA,,0,0,0,0,0,0,0,0
AS0707,QM.UBIQ-110,,0,0,0,0,0,0,0,0
AS0708,AR.MATRIX-752,Industriial Iot Gateway,1,1,0,0,0,0,0,0
AS0709,AL.ETX-PROTO(L),,1,1,0,0,0,0,0,0
AS0710,AL.T2ETX-BT-E3815,,0,0,0,0,0,0,0,0
AS0711,CN.DAG004,,0,0,0,0,0,0,0,0
AS0713,AR.MATRIX-700-BLE-VER01,,0,0,0,0,0,0,0,0
AS0714,AL.MXE-211I/M2G,,0,0,0,0,0,0,0,0
AS07141,AL.TPC-41040-0670,Adlink PN Change from MXE-211/M8G +mSATA 256GB  Assembly and Testing,0,0,0,0,0,0,0,0
AS07142,NS.IMSS316-512GD,512GB mSATA SSD,0,0,0,0,0,0,0,0
AS07143,NS.CMSO8GX3M1C1600C11,8GB DDR3L 1600MHz SODIMM Memory,0,0,0,0,0,0,0,0
AS0715,NS.NIVIDIA JETSON TX2,,1,1,0,0,0,0,0,0
AS0716,BB.30310010-EU,,0,0,0,0,0,0,0,0
AS0717,MM.TX2 RACKSERVER U2,,0,0,0,0,0,0,0,0
AS0718,NS.NETGEAR GS116 PROSAFE SWI,,0,0,0,0,0,0,0,0
AS0719,BB.WISE-4060-AE,,0,0,0,0,0,0,0,0
AS0720,CN.ADG004,,0,0,0,0,0,0,0,0
AS0721,CN.ESG501-21,,0,0,0,0,0,0,0,0
AS0722,AL.MXE-5501/M16G,,0,0,0,0,0,0,0,0
AS0723,AL.SSD 256G,,0,0,0,0,0,0,0,0
AS0724,AL.CT-3620MRX/E3845/M4G/S32,,0,0,0,0,0,0,0,0
AS0725,AX.SBC-7106-D2550(P) 2G,,1,1,0,0,0,0,0,0
AS0726,AL.CPCI-ET2632 (USE AS07261 INSTEAD),,0,0,0,0,0,0,0,0
AS07261,AL.CPCIS-2632,,0,0,0,0,0,0,0,0
AS0727,AL.CPCI-3620D/E3845/M4G/S32,,0,0,0,0,0,0,0,0
AS0728,AL.CPCI-3E10,,0,0,0,0,0,0,0,0
AS0729,NS.POWER SPITTER CABLE,,0,0,0,0,0,0,0,0
AS0730,ME.CRA12001 ROOF PANEL FAN,,1,1,0,0,0,0,0,0
AS07303,TE.RUT206-4G-POE,,0,0,0,0,0,0,0,0
AS07304,TE.TRB140,,12,12,0,0,0,0,0,0
AS07305,TE.RUT240,,11,10,0,0,1,0,0,0
AS07306,TE.TSW100,,58,57,0,0,1,0,0,0
AS07307,TE.TRB141 LTE,,2,2,0,0,0,0,0,0
AS07308,TE.ELA PUCK ID,,1,1,0,0,0,0,0,0
AS07309,MM.AERORANGER CHARIOT EDGE AI  KIT,Includes 24 months 2x camera licenses,0,0,0,0,0,0,0,0
AS0731,BB.SR308100310,,0,0,0,0,0,0,0,0
AS07310,TE.RUTX11 LTE,,365,364,1,0,0,0,0,0
AS07311,TE.RUTX12 LTE,,4,4,0,0,0,0,0,0
AS07312,TE.RUTXR10 LTE-A,,2,2,0,0,0,0,0,0
AS07313,TE.ELA BLUE SLIM ID,,4,4,0,0,0,0,0,0
AS07314,TE.ELA PUCK RHT,,5,5,0,0,0,0,0,0
AS07315,TE.ELA PUCK MOV,,5,5,0,0,0,0,0,0
AS07316,TE.RUT955,,0,0,0,0,0,0,0,0
AS07317,TE.RUTX09,,15,0,15,0,0,0,0,0
AS07318,TE.TSW101,,1,1,0,0,0,0,0,0
AS07319,TE.FMC125,4G LTE Bluetooth GPS Tracker,20,20,0,0,0,0,0,0
AS07320,TE.FMC12547XW01 /FMXXX,,1,0,1,0,0,0,0,0
AS07321,TE.FMC2304O2F01 /FMCXXX,,1,1,0,0,0,0,0,0
AS07322,TE.DUALCAM00002,,1,1,0,0,0,0,0,0
AS07323,TE.ADASCAM00001,,1,1,0,0,0,0,0,0
AS07324,TE.BTSMP15WB801 /BTSXXX,,1,1,0,0,0,0,0,0
AS07325,TE.BTSID14KB801 / BTSXXX,,1,1,0,0,0,0,0,0
AS07326,TE.RUT241 LTE Cat 4 Router,,30,22,0,0,3,0,4,1
AS07327,TE.RUT951 LTE Cat4 Router,,0,0,0,0,0,0,0,0
AS07328,TE.RUT956 LTE Cat4 Router,,14,14,0,0,0,0,0,0
AS07329,TE.BAT120 UPS,,10,9,1,0,0,0,0,0
AS0733,AL.MXC-6301D,,2,2,0,0,0,0,0,0
AS07330,TE.RUTX50 5G ROUTER,,7,7,0,0,0,0,0,0
AS07331,TE.TRB500 5G Ethernet GatewayEAch,,5,5,0,0,0,0,0,0
AS07332,TE.TSW202,,10,5,4,0,0,0,1,0
AS07333,TE.FMC003WMNJ01,,20,18,2,0,0,0,0,0
AS07334,TE.TE.RUT241-Global Version-RUT241034000,,0,0,0,0,0,0,0,0
AS07335,TE.RUT260,,0,0,0,0,0,0,0,0
AS07336,TE.RUT361,,0,0,0,0,0,0,0,0
AS07337,TE.RUT241-E-SIM-RUT241233B40,,1,1,0,0,0,0,0,0
AS07338,TE.RUT271000000 / RUT271 5G RedCap Router,,0,0,0,0,0,0,0,0
AS07339,TE.TSW212 Switch,,0,0,0,0,0,0,0,0
AS0734,AL.128G SSD 0-70 DEG,,0,0,0,0,0,0,0,0
AS07340,TE.RUT200,,0,0,0,0,0,0,0,0
AS07341,TE.RUT901,,1,1,0,0,0,0,0,0
AS07342,TE.RUT951A00800 RUT951 LTE Cat 4 Router – US Version,,0,0,0,0,0,0,0,0
AS07343,TE.RUT361.USA Version.RUT361200800,,0,0,0,0,0,0,0,0
AS07344,TE.RUT956.USA Version. RUT956A00A00,,0,0,0,0,0,0,0,0
AS07348,TE.WiFi-SMA antenna PR1URF51,,0,0,0,0,0,0,0,0
AS07349,TE. Mobile SMA antenna PR1US440,,0,0,0,0,0,0,0,0
AS0735,AL.61-56601-3140,,0,0,0,0,0,0,0,0
AS07350,TE.RMS CREDIT (SW),,136,136,0,0,0,0,0,0
AS07351,TE.COMBO MIMO MOBILE/GNSS/WIFI ROOF SMA ANTENNA.PR1KCO28,,0,0,0,0,0,0,0,0
AS0736,SI.STR S302-S0,,0,0,0,0,0,0,0,0
AS0738,AL.29-44J00-4000,,0,0,0,0,0,0,0,0
AS0739,AL.29-6BC00-7450,,0,0,0,0,0,0,0,0
AS0740,QM.QDSP-400 I5-6200U 4G,,0,0,0,0,0,0,0,0
AS07401,QM.0H05XX000002030L,CPU FAN FOR QDSP minii OR QPC Series,0,0,0,0,0,0,0,0
AS0741,QM.QDSP-400 I5-6200U 4G 120G,,0,0,0,0,0,0,0,0
AS07410,QM.QDSP-410 BTO,"QDSP-410, W/19V Adapter, W/O LOGO*1 / - POWER CORD AU * 1 /  DDR4 SO-DIMM 4GB(2400) * 1 / - SATA 2.5"" SSD 128GB(MLC) * 1 Windows 10 loT 2016 LTSB ENG x 64 Value Kit * 1 / - WIFI + BT KIT(AW-CB161H) W/ANTENNA *1 /  Notes: 1. 0ZH60410BARE00C1*1 2. 0C5060000000110L*1 3. 010702CT4G4SF02L*1 4. 010507SD8SBAT07L*1 5. 0ZW498E000040000*1 6. 0ZHKAWCB161H0001*1",0,0,0,0,0,0,0,0
AS0742,AL.91.NRE13-006,,1,1,0,0,0,0,0,0
AS0743,ID.MSATA 1TB 3TE7,,0,0,0,0,0,0,0,0
AS0744,ID.MSATA 256G 3TE7,,0,0,0,0,0,0,0,0
AS0745,NS.ADIDECFB IDE TO CF READER,,0,0,0,0,0,0,0,0
AS0747,NS.120G SSD 2.5 SATA,,8,8,0,0,0,0,0,0
AS0748,AL.T2EXPRESS-KLE-E3-1505L,,0,0,0,0,0,0,0,0
AS0749,NS.LAN35H08HR-RJ SWITCH,,0,0,0,0,0,0,0,0
AS0750,AL.PCI-7432,,2,2,0,0,0,0,0,0
AS0751,AL.PCI-7432HIR,,0,0,0,0,0,0,0,0
AS0752,CN.CMG508,,0,0,0,0,0,0,0,0
AS0753,CN.XHG303,,0,0,0,0,0,0,0,0
AS07531,CN.CMG514,,0,0,0,0,0,0,0,0
AS0754,CN.CVS001-21,"Connect Tech’s Cogswell Vision System is powered by NVIDIA® Jetson™. This system is pre-integrated with the NVIDIA® Jetson™ TX2 or Jetson™ TX1 supercomputer-on-module, providing 256 CUDA® cores on the NVIDIA® Pascal™ or Maxwell™ architecture. Cogswell Vision System comes in a black anodized metal enclosure and is both fanless and cable free.",0,0,0,0,0,0,0,0
AS0755,NS.LAN35255HR,,1,1,0,0,0,0,0,0
AS0756,ID.SSD MSATA 128GB -40+85,,0,0,0,0,0,0,0,0
AS0757,ID.DDR4 16GB 260PIN,,2,2,0,0,0,0,0,0
AS0758,AD.BRACKET FOR SSD MXE-5400,,0,0,0,0,0,0,0,0
AS0759,CN.CCG018,,0,0,0,0,0,0,0,0
AS07591,CN.CKG019,,0,0,0,0,0,0,0,0
AS0760,CN.CKG057,,0,0,0,0,0,0,0,0
AS0761,AL.EXPRESS-CFE-E-2176-3DIMM,,0,0,0,0,0,0,0,0
AS0762,AL.29-6B800-74B0,,0,0,0,0,0,0,0,0
AS07621,AL.29-6BC00-74D0,,0,0,0,0,0,0,0,0
AS0763,AL.HTS-CF-B,,0,0,0,0,0,0,0,0
AS07631,AL.HTS-BD7-B,,0,0,0,0,0,0,0,0
AS0764,AL.THS-CF-BL,,0,0,0,0,0,0,0,0
AS0765,AL.THSF-CF-BL,,0,0,0,0,0,0,0,0
AS076501,AL.THS-sEL,HEATSINK for LEC-EL THS-sEL LOW PROFILE,1,1,0,0,0,0,0,0
AS0766,AL.29-6B800-7410,,0,0,0,0,0,0,0,0
AS0767,AL.256GB SATA SSD,,0,0,0,0,0,0,0,0
AS0768,AL.PCIE-6208V-GL,,0,0,0,0,0,0,0,0
AS0769,AL.DIN-37D-01,,0,0,0,0,0,0,0,0
AS0770,AL.ACL-10137-1MM,,0,0,0,0,0,0,0,0
AS0771,AL.DIN-100S-01,,0,0,0,0,0,0,0,0
AS0772,NS.MU609 HUAWEI MODULE,,2,2,0,0,0,0,0,0
AS0773,AX.APC-38152 FRONT PANEL KIT,,1,1,0,0,0,0,0,0
AS0774,TM.HESC104-18F-PBF,,0,0,0,0,0,0,0,0
AS0775,AL.PCIE-7432,,0,0,0,0,0,0,0,0
AS0776,AL.SP10WP-AL3930,,0,0,0,0,0,0,0,0
AS077605,AL.93-P1100-2010SP-10WP-AL3930,,0,0,0,0,0,0,0,0
AS07761,AL.93-P1100-2010+A2045-000E,,0,0,0,0,0,0,0,0
AS077615,AL.92-56076-1010 WIN10 IOT ENT,,2,2,0,0,0,0,0,0
AS07762,AL.91-A2045-000E FM BOARD(IO),,0,0,0,0,0,0,0,0
AS07763,AL.93-P1300-6010 + DEV-0049096 (Sample),"SP2-15WP-TGL, i3-1115G4E, 15.6” FHD, PCAP touch, 8GB RAM, 128GB SSD, heatsink",1,1,0,0,0,0,0,0
AS0776301,AL.31-62163-1000-A0,Power adapter (31-62163-1000-A0),0,0,0,0,0,0,0,0
AS0776302,AL.30-21999-0000-A0,Internal Power cable (30-21999-0000-A0),0,0,0,0,0,0,0,0
AS07764,AL.91-95338-201E,SP2-101/156_EMI_Kits_TGL,0,0,0,0,0,0,0,0
AS07765,AL.91-95266-0020,"INTEL AC9260 Non-VPRO WIFI/BT KIT(G)WIFI/BT KIT, INTEL, AC9260 NV",0,0,0,0,0,0,0,0
AS0777,CN.ENC001 ORBITY BOX,,0,0,0,0,0,0,0,0
AS0778,AR.MATRIX-700-BLE-CONSOLE,,2,2,0,0,0,0,0,0
AS0779,DS.ZIG-BB01,,0,0,0,0,0,0,0,0
AS0780,AA.EPIC-KBS7-A10-0002,,0,0,0,0,0,0,0,0
AS07801,AA.EPIC-KBS7-FAN02,,0,0,0,0,0,0,0,0
AS0781,NS.CPU KL I3 3.9GHZ,,0,0,0,0,0,0,0,0
AS0782,ID.M4S0-8GS1N5RG,,0,0,0,0,0,0,0,0
AS0783,ID.DEMSR-08GD09BW2SC,,0,0,0,0,0,0,0,0
AS07831,ID.DEMSR-A28M41BW1DC,"SSD,MSATA,128GB,MLC,-40 TO 85DEG,INNODISK 128GB mSATA 3ME4, Flash: MLC, CH:2, Read: 530MB/s, Write:190 MB/S, lead time 2-3 weeks""",3,3,0,0,0,0,0,0
AS0784,ID.DESDC-32GY81BW3SC,,50,50,0,0,0,0,0,0
AS0785,AL.NANOX-AL-E3930-2G,,0,0,0,0,0,0,0,0
AS0786,AL.NANOX STARTER KIT,,0,0,0,0,0,0,0,0
AS0787,AL.HTS-NXAL-BT-I,,0,0,0,0,0,0,0,0
AS0788,QM.WIFI/BT KIT(AW-CB161H),"WIFI+BT MODULE KIT(Azurewave AW-CB161H) W/ANTENNA, 170mm Cable, Mylar, Bracket",5,5,0,0,0,0,0,0
AS0800,MM.WDI WIRELESS DALI INTERFACE,,0,0,0,0,0,0,0,0
AS0801,MM.ENCLOSURE FOR WDI,,400,400,0,0,0,0,0,0
AS0802,NS.YM-3571A HP 2250 ENCL.P/S,,0,0,0,0,0,0,0,0
AS0803,AL.MVP-5101/M8G,,1,1,0,0,0,0,0,0
AS0850,IB.IB836F-6413E,"3.5"" Intel Atom x6413E QC SoC (1.5GHz/3.0GHz) onboard, w/ I210IT GbE LAN x 3, DisplayPort , LVDS, USB Type-C (USB3.1 + DisplayPort), SATA III x2, COMx4, MiniPCIex1 , M.2 (E-key) x 1 , TPM2.0, DC-in (9V~36V),EuP/ErP, Optional Heatsink, w/o cable kit (IB76A-2), (RoHS2)",0,0,0,0,0,0,0,0
AS0851,IB.HSIB836-X-B,"AC, Heatsink for IB836 F/FE(x6xxxE) (RoHS), H051HSIB836XB000AP",0,0,0,0,0,0,0,0
AS0852,IB.IB76A-2,"KIT, w/USB, COM, Power cable, SATA+Power cable for IB836 series",0,0,0,0,0,0,0,0
AS0853,IB.SO-DIMM DDR4 16GB/3200 (For IB836F-6413E),"SO-DIMM DDR4 16GB/3200, -40 to 85°C operating temperature",20,20,0,0,0,0,0,0
AS0854,IB.512GB mSATA SSD (For IB836F-6413E),"512GB mSATA SSD, SATAA3, 3D, 30u"" TLC extended temperature support",0,0,0,0,0,0,0,0
AS0855,IB.AM1230AFM,"(AMI) Aluminum Chassis with MB230AF (Q370PCH), Fanless Design with i7-9700TE CPU, 2x 8GB memory, w/o Power adaptor, Supporting vPro & iAMT11.6, mounting brackets,(RoHS2)",0,0,0,0,0,0,0,0
AS0860,IB.IB918F-1202,"3.5"" SBC with AMD Ryzen V1202B",0,0,0,0,0,0,0,0
AS0861,IB.HSIB918-A,Heatsink + Fan for IB918 series,0,0,0,0,0,0,0,0
AS0862,IB.IB91,"KIT, w/USB, COM, Power cable, SATA+Power cable for (IB918F R1000) series",0,0,0,0,0,0,0,0
AS0863,IB.ASB200-953-i5M,"Chassis with IB953AF-I5 embedded board, w/ Intel Core i5-1145G7E onboard, 8GB DDR4 memory, 1TB SSD   with A005PS090W0100700P  FSP 24V/90W power adapter",0,0,0,0,0,0,0,0
AS0864,GI.VM23,"Fanless Media player support dual 1080p display (1xDP +1xHDMI), Intel Celeron N3350, 4G Ram onboard, 64G eMMC Storage,1x128G SSD Storage",3,3,0,0,0,0,0,0
AS09001,AT.Foxcon SMARC/MXM 314 pos.,Item No: 1654011985-01,63,63,0,0,0,0,0,0
AS1004,AL.MIL-CBL-MC1,,1,1,0,0,0,0,0,0
AS1005,AL.MIL-CBL-MC2,,1,1,0,0,0,0,0,0
AS1011,AL.EXPRESS-CBRE-L,,1,1,0,0,0,0,0,0
AS102-03,SI.S102-06/14/0R-001/0B/KO,,0,0,0,0,0,0,0,0
AS102-04-25,SI.S102-04/25/OR-001/OB-SO,,0,0,0,0,0,0,0,0
AS102-04-25-F234,SI.S102-04/25/-0R-001/OB-SO(F324=Kw),,0,0,0,0,0,0,0,0
AS102-04-25-F324,SI.S102-04/25/-0R-001/OB-SO(F324=Kw),,0,0,0,0,0,0,0,0
AS102-05,SI.S102-F5/25/0G-001/0B-AO(F432 - %),,0,0,0,0,0,0,0,0
AS102-06-SO,SI.S102-06-14/OR-001/OB-SO,,0,0,0,0,0,0,0,0
AS102-06-TO,SI.S102-06-14/OR-000/0B-T0,,0,0,0,0,0,0,0,0
AS102-F5-25,SI.S102-F5/25/0R-001/0B-M0,,0,0,0,0,0,0,0,0
AS102-F5-25-F102,SI.S102-F5/25/0R-001/0B-M0-F102,,0,0,0,0,0,0,0,0
AS102-F5-25-F141,SI.S102-F5/25/0R-001/0B-M0-F141,,0,0,0,0,0,0,0,0
AS102-F6,SI.S102-F6-14/OR-001/0B-SO,,0,0,0,0,0,0,0,0
AS102-F6(F201),SI.S102-F6/14/0R-001/0B-S0(\F201),,0,0,0,0,0,0,0,0
AS102-W6,SI.S102-W6/14/0R-000/0B-TM,,0,0,0,0,0,0,0,0
AS102-W6-SM,SI.S102-W6/14/0R-000/OB-SM,,0,0,0,0,0,0,0,0
AS1060-155,FP.1060-155 THERMOSTATIC ELEMENT,,0,0,0,0,0,0,0,0
AS1060-155(NO LEAD),FP.1060-155 THERMOSTATIC ELEMENT NO LEAD,,0,0,0,0,0,0,0,0
AS1074,CN.CBG112,,0,0,0,0,0,0,0,0
AS1078,CN.CBG134,,0,0,0,0,0,0,0,0
AS12866,AL.CM2-620-R-11 + 128MB ETT,EOL product,0,0,0,0,0,0,0,0
AS1563342,AL.RAM-SD2-R-06,,1,1,0,0,0,0,0,0
AS15861,AL.RB1-700-Q-01,,1,1,0,0,0,0,0,0
AS179051,AL.MM3-ISA-R-11,,2,2,0,0,0,0,0,0
AS1805,AL.AMITX-SL-G-Q170(G),,0,0,0,0,0,0,0,0
AS19072,AL.CM2-420-R-01 ETT -40 TO +85,,0,0,0,0,0,0,0,0
AS200,TI.DS1102G-SK,,2,2,0,0,0,0,0,0
AS2000,NS.M2-ATX 160 WATTS,,3,3,0,0,0,0,0,0
AS2008,MM.MM DIN RAIL BOX 160X160,,1,1,0,0,0,0,0,0
AS2011E,AP.AUDIO2000-6 EXT TEMPERATURE,,2,2,0,0,0,0,0,0
AS2016,AP.AVC8000nano,,0,0,0,0,0,0,0,0
AS2018,AP.VTV2000IS-CP-EXT-LEADED,,0,0,0,0,0,0,0,0
AS2019,AP.AVC8000NANO-EXT,,1,1,0,0,0,0,0,0
AS2021,AP.VTV2000IS-CP ROHS VERSION,,0,0,0,0,0,0,0,0
AS2022,AP.AVC8000XMC,,0,0,0,0,0,0,0,0
AS2023,AP.AVC8000XMC-EXT-CC,,0,0,0,0,0,0,0,0
AS20231,AP.AVC80000X-EXT-PCI104,,0,0,0,0,0,0,0,0
AS2024,AP.CABLE-AVC8000XM,,0,0,0,0,0,0,0,0
AS20241,AP.CABLE-AVC8KX,,0,0,0,0,0,0,0,0
AS2025,AP.VGASTANAG-A,,0,0,0,0,0,0,0,0
AS2026,AP.CABLE-STANAG/VC,,0,0,0,0,0,0,0,0
AS2061,AP.VCODEC-H264-D4-EXT,,0,0,0,0,0,0,0,0
AS20681,AP.QUADGRABBER-EXT,,0,0,0,0,0,0,0,0
AS2070,AP.CABLE QGB,,0,0,0,0,0,0,0,0
AS2074,AP.HDLC-VMEBUS-CC,,0,0,0,0,0,0,0,0
AS2075,AP.nanoH264-D4-Ext,4 Channel H.264 Encoder for miniPCI express,0,0,0,0,0,0,0,0
AS2076,AP.nanoH264-HD-SDI-Ext,HD-SDI H.264 Video Encoder for miniPCI express,2,2,0,0,0,0,0,0
AS2077,AP.nanoH264-HD-HDMI-Ext,DVI/HDMI H.264 Video Encoder for miniPCI-express,0,0,0,0,0,0,0,0
AS30060,DS.6980512,"Cable Power, 2x4 0.1"" Latching to Discrete Wires, 15""L , 6980512, for EPS-24G4X",10,10,0,0,0,0,0,0
AS3009,DS.DK-ARS-WE7,"ARIES Dev Kit, ARS3845-4GA Aries SBC, E3845 1.91GHz CPU, 4GB RAM, DAQ, PC/104-Plus ,with WinEmb7 BSP",0,0,0,0,0,0,0,0
AS3010,DS.DK-EPS24016,"Dev Kit, EPS-24016 Ethernet Switch, with Cable Kit and LED Accessory Board",0,0,0,0,0,0,0,0
AS30108,DS.FDMM-32G-XT,,0,0,0,0,0,0,0,0
AS3012,DS.DK-GEM-1185GRE-LNX64,"Development Kit, Gemini SBC, 1185GRE CPU, Linux 64-Bit OS",0,0,0,0,0,0,0,0
AS3013,DS.GEM-1185GRE-32G,"Gemini SBC, i7-1185GRE CPU, 32GB RAM",0,0,0,0,0,0,0,0
